# Tab-separated: addr	mode	name
# Generated by tools/import_tmc_symbols/import_tmc_symbols.py
# Source: zeldaret/tmc asm/**/*.s (thumb_func_start /
#         arm_func_start / non_word_aligned_thumb_func_start)
0x080204E0	thumb	Peahat_Takeoff
0x0802053C	thumb	PeahatPropeller_Initialize
0x08020590	thumb	PeahatPropeller_Fly
0x080205F8	thumb	Peahat_EndCharge
0x08020604	thumb	Peahat_UpdateDirection
0x08020638	thumb	Rollobite
0x08020648	thumb	Rollobite_OnTick
0x08020668	thumb	Rollobite_OnCollision
0x080206E0	thumb	Rollobite_OnKnockback
0x08020734	thumb	Rollobite_OnGrabbed
0x0802077C	thumb	sub_0802077C
0x08020788	thumb	sub_08020788
0x08020790	thumb	sub_08020790
0x08020798	thumb	sub_08020798
0x080207A4	thumb	nullsub_6
0x080207A8	thumb	sub_080207A8
0x080207F4	thumb	Rollobite_Initialize
0x08020820	thumb	Rollobite_Walk
0x08020874	thumb	sub_08020874
0x0802088C	thumb	sub_0802088C
0x080208B4	thumb	sub_080208B4
0x080208F0	thumb	sub_080208F0
0x08020904	thumb	sub_08020904
0x08020920	thumb	Rollobite_Turn
0x08020938	thumb	Rollobite_RolledUp
0x080209A0	thumb	Rollobite_Unroll
0x080209F4	thumb	Rollobite_LinedUp
0x08020A28	thumb	Rollobite_Holed
0x08020A30	thumb	sub_08020A30
0x08020A7C	thumb	sub_08020A7C
0x08020AD0	thumb	Rollobite_TryToHoleUp
0x08020B6C	thumb	Rollobite_IsRolledUp
0x08020B80	thumb	DarkNut
0x08020BA0	thumb	DarkNut_OnTick
0x08020BB8	thumb	DarkNut_OnCollision
0x08020D6C	thumb	DarkNut_OnGrabbed
0x08020D70	thumb	sub_08020D70
0x08020D9C	thumb	sub_08020D9C
0x08020DB4	thumb	sub_08020DB4
0x08020DD4	thumb	sub_08020DD4
0x08020E28	thumb	sub_08020E28
0x08020E48	thumb	sub_08020E48
0x08020E78	thumb	sub_08020E78
0x08020E98	thumb	sub_08020E98
0x08020F28	thumb	sub_08020F28
0x08020F48	thumb	sub_08020F48
0x08020FAC	thumb	sub_08020FAC
0x08020FE4	thumb	sub_08020FE4
0x08021010	thumb	sub_08021010
0x08021038	thumb	sub_08021038
0x080210A8	thumb	sub_080210A8
0x080210E4	thumb	sub_080210E4
0x08021170	thumb	sub_08021170
0x080211A0	thumb	sub_080211A0
0x080211D0	thumb	sub_080211D0
0x080211F4	thumb	sub_080211F4
0x08021218	thumb	sub_08021218
0x0802124C	thumb	sub_0802124C
0x08021274	thumb	sub_08021274
0x080212B0	thumb	sub_080212B0
0x08021328	thumb	sub_08021328
0x0802134C	thumb	sub_0802134C
0x08021370	thumb	sub_08021370
0x08021380	thumb	sub_08021380
0x08021390	thumb	sub_08021390
0x080213B0	thumb	sub_080213B0
0x080213D0	thumb	sub_080213D0
0x080213F0	thumb	sub_080213F0
0x08021400	thumb	sub_08021400
0x08021414	thumb	sub_08021414
0x08021424	thumb	sub_08021424
0x080214FC	thumb	sub_080214FC
0x08021540	thumb	sub_08021540
0x08021588	thumb	sub_08021588
0x0802159C	thumb	sub_0802159C
0x08021600	thumb	sub_08021600
0x08021644	thumb	sub_08021644
0x08021664	thumb	sub_08021664
0x0802169C	thumb	sub_0802169C
0x080216D4	thumb	HangingSeed
0x080216E4	thumb	HangingSeed_OnTick
0x080216FC	thumb	HangingSeed_OnCollision
0x0802171C	thumb	HangingSeed_OnGrabbed
0x08021720	thumb	HangingSeed_Initialize
0x08021754	thumb	HangingSeed_Hang
0x08021758	thumb	Beetle
0x08021768	thumb	Beetle_OnTick
0x08021780	thumb	Beetle_OnCollision
0x08021818	thumb	Beetle_OnDeath
0x08021848	thumb	Beetle_OnGrabbed
0x0802187C	thumb	sub_0802187C
0x08021884	thumb	nullsub_130
0x08021888	thumb	sub_08021888
0x0802189C	thumb	Beetle_Initialize
0x080218B4	thumb	sub_080218B4
0x080218CC	thumb	sub_080218CC
0x08021984	thumb	sub_08021984
0x08021A10	thumb	sub_08021A10
0x08021A64	thumb	sub_08021A64
0x08021AD8	thumb	sub_08021AD8
0x08021B64	thumb	sub_08021B64
0x08021C58	thumb	sub_08021C58
0x08021CD0	thumb	sub_08021CD0
0x08021D00	thumb	sub_08021D00
0x08021D44	thumb	sub_08021D44
0x08021D64	thumb	Keese
0x08021D80	thumb	Keese_OnTick
0x08021D98	thumb	Keese_OnCollision
0x08021DA8	thumb	Keese_OnGrabbed
0x08021DCC	thumb	sub_08021DCC
0x08021DD4	thumb	sub_08021DD4
0x08021DDC	thumb	sub_08021DDC
0x08021DF0	thumb	Keese_Initialize
0x08021E4C	thumb	Keese_Fly
